,Value.temp,Value.humid,Rain
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.26000214,41,
,78.44000244,39,
,78.26000214,39,
,78.26000214,39,
,78.26000214,40,
,78.44000244,39,
,78.26000214,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,42,
,78.44000244,42,
,78.44000244,40,
,78.44000244,41,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,39,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,42,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,42,
,78.44000244,41,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,40,
,78.44000244,41,
,78.44000244,42,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,40,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,39,
,78.44000244,40,
,78.44000244,40,
,78.44000244,41,
,78.44000244,41,1
,78.44000244,41,1
,78.44000244,42,1
,78.44000244,43,1
,78.44000244,42,1
,78.44000244,42,1
,78.44000244,40,0
,78.44000244,40,0
,78.44000244,40,0
,79.33999634,38,0
,79.51999664,38,0
,79.33999634,39,0
,79.33999634,41,0
,79.33999634,44,0
,79.33999634,50,0
,79.16000366,62,0
,79.16000366,38,0
,79.16000366,37,0
,78.80000305,37,0
,78.80000305,37,
,78.80000305,37,
,78.62000275,36,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.62000275,36,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.98000336,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.80000305,37,
,78.98000336,37,
,78.80000305,37,
,78.80000305,40,
,78.98000336,40,
